Tax Year,Resident Type,Place of Residence,Country,State,County,Income Class,Disclosure,Number of All Returns,NY AGI of All Returns (in thousands) *,Deductions of All Returns (in thousands),Dependent Exemptions of All Returns (in thousands),Taxable Income of All Returns (in thousands),Tax Before Credits of All Returns (in thousands),Tax Liability of All Returns (in thousands) **,Place of Residence Sort Order,Income Class Sort Order
2011,Full-Year Resident,Broome,United States,New York,Broome,"100,000 - 199,999",,"6,426","846,349","119,488","7,051","719,810","47,114","45,040",9,10
2006,Full-Year Nonresident,New Jersey,United States,New Jersey,All,Total,,"350,553","65,815,626","7,239,988","313,092","56,767,754","3,777,811","2,227,027",130,12
2000,Full-Year Nonresident,New Jersey,United States,New Jersey,All,"50,000 - 59,999",,"23,579","1,294,614","295,345","16,064","983,119","54,228","41,837",130,7
2011,Full-Year Nonresident,Hawaii,United States,Hawaii,All,"30,000 - 39,999",,87,"3,041",724,36,"1,941",64,25,111,5
2004,Full-Year Nonresident,Colorado,United States,Colorado,All,"200,000 and over",,895,"1,468,054","55,319",819,"1,054,591","80,751","9,309",105,11
1999,Full-Year Nonresident,New Jersey,United States,New Jersey,All,Total,,"306,447","43,360,984","4,873,454","266,572","37,932,931","2,481,858","1,394,102",130,12
2012,Full-Year Resident,Monroe,United States,New York,Monroe,"200,000 - 249,999",,"3,241","719,327.26","76,424.50","3,798","639,104.77","42,537.26","41,285.79",32,11
2000,Full-Year Nonresident,Vermont,United States,Vermont,All,"75,000 - 99,999",,361,"30,857","5,195",345,"25,317","1,467",665,144,9
2012,Full-Year Resident,Steuben,United States,New York,Steuben,"30,000 - 39,999",,"3,884","135,121.29","43,838.82","2,597","88,685.48","4,244.82","2,818.31",52,5
2010,Full-Year Resident,St. Lawrence,United States,New York,St. Lawrence,"500,000 and over",,48,"50,300","1,053",44,"49,203","4,389","4,209",46,13
2006,Full-Year Resident, Schoharie ,United States,New York,Schoharie,"100,000 - 199,999",,642,"81,078","11,781",662,"68,635","4,437","4,265",49,10
2005,Full-Year Nonresident,Oregon,United States,Oregon,All,"75,000 - 99,999",,77,"6,814","1,400",48,"5,206",306,82,136,9
2008,Full-Year Resident, Chenango ,United States,New York,Chenango,"20,000 - 29,999",,"2,946","72,742","31,515","1,895","39,332","1,745",523,14,4
2009,Full-Year Resident,Allegany,United States,New York,Allegany,"20,000 - 29,999",,"2,158","53,307","23,967","1,625","27,715","1,226",95,8,4
2000,Full-Year Resident, Schenectady ,United States,New York,Schenectady,"200,000 and over",,981,"443,021","24,320","1,022","417,679","28,611","28,080",48,11
2006,Full-Year Nonresident,Oregon,United States,Oregon,All,"Under 5,000",,117,239,215,0,25,1,1,136,1
1999,Full-Year Resident, Broome ,United States,New York,Broome,"20,000 - 29,999",,"11,425","282,059","112,653","6,324","163,082","7,246","6,341",9,4
2006,Full-Year Resident, Washington ,United States,New York,Washington,"60,000 - 74,999",,"1,881","125,860","28,178","1,877","95,805","5,198","4,419",59,8
2006,Full-Year Resident, Rensselaer ,United States,New York,Rensselaer,"40,000 - 49,999",,"5,538","248,038","65,171","3,316","179,552","9,405","8,295",44,6
2012,Full-Year Resident,Cortland,United States,New York,Cortland,"5,000 - 9,999",,"1,853","13,748.53","11,539.65",40.889,"2,167.98",86.783,-340.46,17,2
2001,Full-Year Resident, Dutchess ,United States,New York,Dutchess,"200,000 and over",,"2,266","1,073,267","60,926","2,600","1,009,739","69,167","65,655",19,11
2008,Full-Year Resident, Otsego ,United States,New York,Otsego,"100,000 - 199,999",,"1,412","183,623","26,837","1,477","155,309","10,118","9,643",42,10
2010,Full-Year Resident,Cayuga,United States,New York,Cayuga,"250,000 - 499,999",,138,"47,010","3,894",140,"42,976","3,173","2,742",11,12
2003,Full-Year Resident, Oswego ,United States,New York,Oswego,"Under 5,000",,"8,127","16,328","15,404",0,924,37,-358,41,1
2001,Full-Year Resident, Franklin ,United States,New York,Franklin,"200,000 and over",,85,"31,966","2,432",87,"29,447","2,017","1,968",22,11
2004,Full-Year Nonresident,Florida,United States,Florida,All,"50,000 - 59,999",,"1,535","84,083","26,425",681,"56,784","2,981","1,152",109,7
2005,Full-Year Resident, Dutchess ,United States,New York,Dutchess,"50,000 - 59,999",,"7,522","412,853","109,883","5,966","297,004","15,897","15,158",19,7
2001,Full-Year Resident, Saratoga ,United States,New York,Saratoga,"10,000 - 19,999",,"12,622","187,469","113,672","3,720","70,077","2,855",667,47,3
2006,Full-Year Resident, Madison ,United States,New York,Madison,Total,,"28,817","1,259,082","309,985","16,496","932,612","54,223","43,987",31,12
2006,Full-Year Resident, Lewis ,United States,New York,Lewis,Total,,"10,812","370,926","110,471","6,351","254,104","13,836","10,237",29,12
2008,Full-Year Resident, Jefferson ,United States,New York,Jefferson,"500,000 and over",,76,"119,550","3,168",87,"116,295","7,966","6,015",28,13
2012,Full-Year Resident,Erie,United States,New York,Erie,"40,000 - 49,999",,"29,079","1,302,240.76","323,007.65","15,085.91","964,147.21","50,045.76","45,304.72",20,6
2003,Full-Year Resident,"Grand Total, Full-Year Resident",United States,New York,"Grand Total, Full-Year Resident","20,000 - 29,999",,"1,017,276","25,294,358","10,904,153","710,753","13,679,456","606,183","336,793",67,4
2006,Full-Year Resident, Jefferson ,United States,New York,Jefferson,"5,000 - 9,999",,"4,484","33,154","28,103",78,"4,972",199,-794,28,2
2012,Full-Year Resident,Oneida,United States,New York,Oneida,"60,000 - 74,999",,"6,128","411,795.15","84,448.72","4,869","322,477.43","17,567.85","16,115.41",36,8
2010,Full-Year Resident,Rensselaer,United States,New York,Rensselaer,"500,000 and over",,137,"185,631","3,402",141,"182,087","16,252","15,163",44,13
2011,Full-Year Resident,New York City - Queens,United States,New York,Queens,"20,000 - 29,999",,"129,659","3,200,116","1,446,472","103,178","1,650,466","72,647","3,092",4,4
2009,Full-Year Resident,Oneida,United States,New York,Oneida,"50,000 - 59,999",,"5,483","300,270","71,803","4,121","224,346","11,961","10,752",36,7
2009,Full-Year Resident,Onondaga,United States,New York,Onondaga,"30,000 - 39,999",,"19,349","672,237","208,806","11,170","452,261","22,444","17,205",37,5
2012,Full-Year Resident,Ulster,United States,New York,Ulster,"Under 5,000",,"12,673","-83,885.76","19,327.31",0.99,999.865,40.008,-797.191,57,1
2011,Full-Year Nonresident,Vermont,United States,Vermont,All,"20,000 - 29,999",,457,"11,381","4,169",136,"6,735",284,142,144,4
2003,Full-Year Resident,"Grand Total, Full-Year Resident",United States,New York,"Grand Total, Full-Year Resident","200,000 and over",,"203,810","133,051,342","7,535,327","226,551","125,290,106","9,566,301","8,924,744",67,11
2010,Full-Year Resident,Greene,United States,New York,Greene,"40,000 - 49,999",,"1,628","72,949","19,791","1,116","52,041","2,691","2,364",25,6
2009,Full-Year Resident,Schuyler,United States,New York,Schuyler,"500,000 and over",d/,,,,,,,,50,13
2005,Full-Year Nonresident,Tennessee,United States,Tennessee,All,"10,000 - 19,999",,139,"2,062","1,256",11,796,33,13,141,3
2008,Full-Year Resident, Suffolk ,United States,New York,Suffolk,"30,000 - 39,999",,"59,926","2,088,024","786,457","32,377","1,269,190","62,954","48,974",53,5
1999,Full-Year Resident, Genesee ,United States,New York,Genesee,"60,000 - 74,999",,"1,859","123,831","24,371","2,326","97,134","5,239","5,135",24,8
2003,Full-Year Resident, New York City - Queens ,United States,New York,Queens,"75,000 - 99,999",,"46,821","4,019,391","771,789","45,350","3,202,252","188,249","183,968",4,9
2012,Full-Year Resident,Allegany,United States,New York,Allegany,"200,000 - 249,999",,56,"12,281.85","1,061.10",61,"11,159.75",742.482,699.782,8,11
2001,Full-Year Resident,"Grand Total, Full-Year Resident",United States,New York,"Grand Total, Full-Year Resident","100,000 - 199,999",,"528,198","69,943,469","10,468,718","573,172","58,901,499","3,861,667","3,746,962",67,10
1999,Full-Year Resident, Rockland ,United States,New York,Rockland,"Under 5,000",,"16,790","37,745","34,661",0,"3,083",123,-59,45,1
2008,Full-Year Resident,"Grand Total, Full-Year Resident",United States,New York,"Grand Total, Full-Year Resident","20,000 - 29,999",,"985,422","24,462,788","10,581,605","625,530","13,255,653","591,462","148,501",67,4
2002,Full-Year Resident, Sullivan ,United States,New York,Sullivan,"60,000 - 74,999",,"1,770","118,778","26,686","1,868","90,224","4,935","4,807",54,8
2011,Full-Year Nonresident,Maine,United States,Maine,All,"Under 5,000",,196,"-16,237",363,0,59,2,-62,119,1
2006,Full-Year Resident, Wyoming ,United States,New York,Wyoming,"5,000 - 9,999",,"1,707","12,646","10,295",18,"2,334",93,-175,62,2
1999,Full-Year Nonresident,North Carolina,United States,North Carolina,All,"75,000 - 99,999",,428,"36,940","6,881",342,"29,717","1,726",454,132,9
2007,Full-Year Nonresident,Texas,United States,Texas,All,"500,000 and over",,"1,900","10,824,573","2,463,068","2,071","8,369,265","577,056","28,888",142,13
2001,Full-Year Resident, Schenectady ,United States,New York,Schenectady,"Under 5,000",,"10,425","23,322","22,034",0,"1,283",51,-241,48,1
1999,Full-Year Resident, Schuyler ,United States,New York,Schuyler,"60,000 - 74,999",,421,"27,958","5,608",451,"21,900","1,180","1,171",50,8
2005,Full-Year Resident, Westchester ,United States,New York,Westchester,"40,000 - 49,999",,"29,473","1,320,192","396,497","16,905","906,706","47,964","43,767",61,6
2011,Full-Year Nonresident,Missouri,United States,Missouri,All,"20,000 - 29,999",,163,"4,025","1,307",35,"2,413",96,43,125,4
2011,Full-Year Nonresident,Maryland,United States,Maryland,All,"200,000 - 249,999",,419,"93,875","10,166",391,"81,223","4,764","1,065",120,11
2012,Full-Year Resident,Saratoga,United States,New York,Saratoga,"75,000 - 99,999",,"9,797","850,927.93","158,452.32","8,799","683,676.61","38,645.13","36,177.20",47,9
2002,Full-Year Resident, Warren ,United States,New York,Warren,"5,000 - 9,999",,"3,200","23,616","20,210",32,"3,374",135,-296,58,2
2000,Full-Year Resident, Sullivan ,United States,New York,Sullivan,"50,000 - 59,999",,"1,663","91,219","21,484","1,644","68,078","3,536","3,435",54,7
2012,Full-Year Resident,New York City - Richmond,United States,New York,New York City - Richmond,"500,000 and over",,799,"913,171.80","21,420.32",945,"890,806.48","67,535.72","57,115.88",5,13
1999,Full-Year Resident, Livingston ,United States,New York,Livingston,"10,000 - 19,999",,"4,350","64,491","39,658","1,490","23,343",949,246,30,3
2010,Full-Year Nonresident,Texas,United States,Texas,All,"20,000 - 29,999",,633,"15,650","5,719",224,"7,639",349,174,142,4
2007,Full-Year Nonresident,Nevada,United States,Nevada,All,"50,000 - 59,999",,89,"4,886","2,167",29,"2,690",176,43,128,7
2002,Full-Year Nonresident,Virginia,United States,Virginia,All,"60,000 - 74,999",,400,"26,815","6,050",264,"20,444","1,151",325,145,8
2012,Full-Year Nonresident,Nevada,United States,Nevada,All,"5,000 - 9,999",,86,637.362,379.544,0,139.177,5.561,3.456,128,2
2011,Full-Year Nonresident,Ohio,United States,Ohio,All,"5,000 - 9,999",,380,"2,772","1,685",1,872,34,21,134,2
2001,Full-Year Resident, Lewis ,United States,New York,Lewis,"30,000 - 39,999",,"1,284","44,669","14,906","1,259","28,504","1,318","1,211",29,5
2000,Full-Year Resident, St. Lawrence ,United States,New York,St. Lawrence,"Under 5,000",,"6,699","14,961","14,146",0,815,33,-298,46,1
2001,Full-Year Resident, Greene ,United States,New York,Greene,"20,000 - 29,999",,"2,670","66,038","26,980","1,596","37,462","1,666","1,366",25,4
2012,Full-Year Resident,Yates,United States,New York,Yates,"60,000 - 74,999",,690,"46,228.60","10,334.83",735,"35,158.77","1,874.73","1,530.80",63,8
2000,Full-Year Resident, Chenango ,United States,New York,Chenango,"60,000 - 74,999",,"1,188","79,537","15,408","1,355","62,773","3,409","3,313",14,8
2006,Full-Year Nonresident,Maryland,United States,Maryland,All,"40,000 - 49,999",,310,"13,911","4,261",144,"9,436",498,151,120,6
2001,Full-Year Resident, Orleans ,United States,New York,Orleans,"50,000 - 59,999",,"1,161","63,541","14,965","1,326","47,250","2,406","2,387",40,7
2006,Full-Year Resident, Erie ,United States,New York,Erie,"200,000 and over",,"7,386","3,839,517","207,512","9,403","3,622,628","248,149","224,258",20,11
2007,Full-Year Nonresident,Louisiana,United States,Louisiana,All,"40,000 - 49,999",,63,"2,846","1,226",31,"1,589",100,32,118,6
2011,Full-Year Resident,Tompkins,United States,New York,Tompkins,"20,000 - 29,999",,"5,063","126,747","49,891","1,880","74,976","3,435","1,974",56,4
2006,Full-Year Nonresident,Vermont,United States,Vermont,All,"5,000 - 9,999",,305,"2,236","1,549",3,684,27,12,144,2
2011,Full-Year Resident,Otsego,United States,New York,Otsego,"10,000 - 19,999",,"4,016","59,683","37,845","1,248","20,589",839,-712,42,3
2007,Full-Year Nonresident,Maryland,United States,Maryland,All,"20,000 - 29,999",,456,"11,270","5,528",112,"5,630",314,118,120,4
2005,Full-Year Resident, Schuyler ,United States,New York,Schuyler,"40,000 - 49,999",,621,"27,843","7,836",546,"19,462",970,920,50,6
1999,Full-Year Nonresident,Maine,United States,Maine,All,"60,000 - 74,999",,111,"7,427","1,660",101,"5,666",308,64,119,8
2006,Full-Year Nonresident,Vermont,United States,Vermont,All,"200,000 and over",,583,"664,982","24,877",513,"462,330","31,670","6,261",144,11
2004,Full-Year Resident, Wayne ,United States,New York,Wayne,"75,000 - 99,999",,"3,278","281,371","51,213","4,049","226,109","12,981","12,715",60,9
2007,Full-Year Resident, Tioga ,United States,New York,Tioga,"50,000 - 59,999",,"1,403","76,955","19,041","1,222","56,692","2,955","2,401",55,7
2009,Full-Year Resident,Wayne,United States,New York,Wayne,"50,000 - 59,999",,"2,769","151,924","37,762","2,390","111,772","5,859","5,140",60,7
2010,Full-Year Nonresident,Tennessee,United States,Tennessee,All,"60,000 - 74,999",,160,"10,803","2,214",86,"6,289",354,124,141,8
1999,Full-Year Nonresident,Florida,United States,Florida,All,"200,000 and over",,"5,052","7,932,207","360,736","2,099","7,176,661","491,601","71,566",109,11
2004,Full-Year Resident,"Grand Total, Full-Year Resident",United States,New York,"Grand Total, Full-Year Resident","60,000 - 74,999",,"524,742","35,206,465","8,064,349","462,371","26,679,771","1,494,690","1,446,315",67,8
2005,Full-Year Resident, Otsego ,United States,New York,Otsego,"10,000 - 19,999",,"4,322","64,556","41,132","1,394","22,001",896,-406,42,3
2011,Full-Year Resident,Cattaraugus,United States,New York,Cattaraugus,"10,000 - 19,999",,"5,970","88,542","56,604","2,475","29,462","1,199","-1,634",10,3
2002,Full-Year Nonresident,Massachusetts,United States,Massachusetts,All,"40,000 - 49,999",,625,"28,110","8,039",244,"19,826","1,043",416,121,6
2002,Full-Year Resident, New York City - Bronx ,United States,New York,Bronx,"75,000 - 99,999",,"14,351","1,222,836","223,768","14,780","984,288","58,144","56,740",1,9
2004,Full-Year Resident, Saratoga ,United States,New York,Saratoga,"60,000 - 74,999",,"7,740","520,760","113,572","7,434","399,754","21,977","21,514",47,8
2009,Full-Year Resident,Onondaga,United States,New York,Onondaga,"20,000 - 29,999",,"25,041","622,835","254,321","14,542","353,972","15,917","4,764",37,4
2007,Full-Year Nonresident,Illinois,United States,Illinois,All,"10,000 - 19,999",,463,"6,736","3,383",32,"3,321",145,76,113,3
2004,Full-Year Nonresident,North Carolina,United States,North Carolina,All,"60,000 - 74,999",,382,"25,502","5,977",253,"19,148","1,058",360,132,8
2009,Full-Year Resident,Erie,United States,New York,Erie,"50,000 - 59,999",,"22,804","1,251,399","290,890","15,770","944,740","51,108","46,787",20,7
2007,Full-Year Resident, Hamilton ,United States,New York,Hamilton,"100,000 - 199,999",,101,"13,023","2,054",81,"10,888",710,666,26,10
2002,Full-Year Resident, New York City - Kings ,United States,New York,Kings,"Under 5,000",,"114,648","240,755","234,464",0,"6,286",252,"-6,322",2,1
2010,Full-Year Nonresident,Minnesota,United States,Minnesota,All,"5,000 - 9,999",,167,"1,223",799,0,384,15,8,123,2
2012,Full-Year Nonresident,Alaska,United States,Alaska,All,"5,000 - 9,999",,24,173.133,114.504,0,44.689,1.791,0.802,101,2
2008,Full-Year Resident, New York City - Bronx ,United States,New York,Bronx,"60,000 - 74,999",,"27,218","1,820,786","378,468","23,333","1,418,985","82,103","75,902",1,8
2012,Full-Year Resident,Tioga,United States,New York,Tioga,"75,000 - 99,999",,"1,760","151,721.87","26,982.33","1,767","122,972.54","6,892.67","5,914.96",55,9
2011,Full-Year Resident,Madison,United States,New York,Madison,"30,000 - 39,999",,"2,875","99,967","32,179","1,730","66,058","3,239","2,399",31,5
1999,Full-Year Nonresident,Florida,United States,Florida,All,"10,000 - 19,999",,"2,428","36,466","24,510",411,"11,545",470,169,109,3
2010,Full-Year Resident,Steuben,United States,New York,Steuben,"75,000 - 99,999",,"2,812","242,493","43,389","2,948","196,156","11,352","10,293",52,9
2009,Full-Year Resident,Albany,United States,New York,Albany,"100,000 - 199,999",,"14,148","1,876,754","287,280","15,899","1,573,575","103,124","99,143",7,10
2001,Full-Year Nonresident,Missouri,United States,Missouri,All,"20,000 - 29,999",,104,"2,572","1,034",26,"1,512",68,21,125,4
2008,Full-Year Nonresident,Connecticut,United States,Connecticut,All,"Under 5,000",,"2,808","-555,819","4,608",0,665,27,-597,106,1
1999,Full-Year Resident, Cortland ,United States,New York,Cortland,"10,000 - 19,999",,"3,760","55,747","35,150","1,646","18,951",769,68,17,3
2010,Full-Year Nonresident,North Carolina,United States,North Carolina,All,"30,000 - 39,999",,660,"22,984","6,706",313,"10,757",516,221,132,5
2009,Full-Year Resident,Monroe,United States,New York,Monroe,"10,000 - 19,999",,"49,619","735,378","456,270","20,034","259,074","10,552","-12,420",32,3
2002,Full-Year Resident, Niagara ,United States,New York,Niagara,"60,000 - 74,999",,"6,947","466,276","96,835","7,869","361,572","19,713","19,487",35,8
2010,Full-Year Resident,Lewis,United States,New York,Lewis,"40,000 - 49,999",,852,"38,197","10,504",669,"27,025","1,370","1,120",29,6
2007,Full-Year Resident, Westchester ,United States,New York,Westchester,"40,000 - 49,999",,"30,124","1,350,803","409,486","16,444","924,874","49,216","42,046",61,6
2000,Full-Year Resident, Columbia ,United States,New York,Columbia,"60,000 - 74,999",,"1,840","123,077","24,406","1,920","96,751","5,285","5,010",16,8
1999,Full-Year Resident, Westchester ,United States,New York,Westchester,"200,000 and over",,"30,963","22,666,333","1,191,812","39,712","21,434,809","1,468,284","1,385,996",61,11
2001,Full-Year Resident, Jefferson ,United States,New York,Jefferson,"100,000 - 199,999",,968,"123,483","15,823","1,210","106,451","6,893","6,748",28,10
1999,Full-Year Resident, Onondaga ,United States,New York,Onondaga,"20,000 - 29,999",,"25,590","633,205","246,030","13,876","373,299","16,698","14,546",37,4
2006,Full-Year Resident, Niagara ,United States,New York,Niagara,Total,,"96,446","3,807,336","969,496","50,281","2,787,576","159,840","135,310",35,12
2005,Full-Year Nonresident,Colorado,United States,Colorado,All,"30,000 - 39,999",,120,"4,209","1,477",42,"2,659",132,52,105,5
2000,Full-Year Nonresident,Georgia,United States,Georgia,All,"60,000 - 74,999",,272,"18,304","3,835",136,"14,277",816,236,110,8
2010,Full-Year Resident,Dutchess,United States,New York,Dutchess,"10,000 - 19,999",,"15,799","234,250","145,812","4,794","83,643","3,419","-1,660",19,3
1999,Full-Year Nonresident,Maine,United States,Maine,All,"50,000 - 59,999",,87,"4,752","1,199",66,"3,487",181,47,119,7
2011,Full-Year Resident,Oneida,United States,New York,Oneida,"10,000 - 19,999",,"16,373","243,025","152,731","6,826","83,468","3,399","-4,553",36,3
2009,Full-Year Resident,Essex,United States,New York,Essex,"100,000 - 199,999",,844,"107,430","16,411",889,"90,130","5,838","5,371",21,10
2008,Full-Year Nonresident,Minnesota,United States,Minnesota,All,"Under 5,000",,198,"-43,783",375,0,48,2,2,123,1
2007,Full-Year Nonresident,Delaware,United States,Delaware,All,Total,,"1,664","566,214","89,544","1,083","475,586","33,021","5,427",107,14
2002,Full-Year Nonresident,Wisconsin,United States,Wisconsin,All,"40,000 - 49,999",,49,"2,190",571,13,"1,606",85,29,148,6
2002,Full-Year Nonresident,Vermont,United States,Vermont,All,"Under 5,000",,281,647,568,0,80,3,0,144,1
2004,Full-Year Nonresident,New Hampshire,United States,New Hampshire,All,"5,000 - 9,999",,132,949,599,2,348,14,7,129,2
2000,Full-Year Resident, Oswego ,United States,New York,Oswego,"75,000 - 99,999",,"2,992","256,281","40,928","3,753","211,600","12,215","12,111",41,9
2005,Full-Year Resident, New York City - Manhattan ,United States,New York,Manhattan,"50,000 - 59,999",,"43,789","2,398,229","499,414","15,176","1,883,632","108,413","104,168",3,7
2006,Full-Year Resident, Onondaga ,United States,New York,Onondaga,"Under 5,000",,"29,816","62,001","57,998",0,"4,048",162,"-5,065",37,1
2006,Full-Year Resident, Clinton ,United States,New York,Clinton,"50,000 - 59,999",,"2,078","113,937","27,712","1,612","84,613","4,459","3,957",15,7
2006,Full-Year Resident, Greene ,United States,New York,Greene,"60,000 - 74,999",,"1,444","96,671","21,576","1,329","73,766","4,062","3,701",25,8
2009,Full-Year Nonresident,California,United States,California,All,"60,000 - 74,999",,"1,350","90,835","22,024",356,"52,825","3,057",937,104,8
2008,Full-Year Resident, Schuyler ,United States,New York,Schuyler,"50,000 - 59,999",,515,"28,239","6,989",447,"20,803","1,084",940,50,7
2003,Full-Year Resident, Westchester ,United States,New York,Westchester,"50,000 - 59,999",,"23,650","1,295,307","340,995","15,010","939,302","51,535","48,173",61,7
2004,Full-Year Nonresident,Tennessee,United States,Tennessee,All,"100,000 - 199,999",,211,"29,595","4,987",185,"24,269","1,636",400,141,10
2009,Full-Year Nonresident,Rhode Island,United States,Rhode Island,All,"40,000 - 49,999",,90,"4,044","1,144",37,"2,270",118,62,138,6
2012,Full-Year Nonresident,Utah,United States,Utah,All,"5,000 - 9,999",,66,511.638,331.431,0,128.523,5.146,2.226,143,2
2010,Full-Year Nonresident,Kentucky,United States,Kentucky,All,"30,000 - 39,999",,72,"2,489",684,41,"1,081",51,20,117,5
2008,Full-Year Resident, Delaware ,United States,New York,Delaware,"Under 5,000",,"3,511","-4,518","5,954",0,271,11,-265,18,1
2000,Full-Year Nonresident,Colorado,United States,Colorado,All,"30,000 - 39,999",,120,"4,161","1,254",45,"2,863",142,45,105,5
2009,Full-Year Resident,Columbia,United States,New York,Columbia,"200,000 - 249,999",,211,"46,704","5,714",215,"40,775","2,796","2,579",16,11
2001,Full-Year Resident, Chautauqua ,United States,New York,Chautauqua,"60,000 - 74,999",,"3,292","219,372","44,518","3,678","171,177","9,247","8,748",12,8
2001,Full-Year Nonresident,Wisconsin,United States,Wisconsin,All,"60,000 - 74,999",,63,"4,188",840,43,"3,305",188,47,148,8
2008,Full-Year Resident, Schuyler ,United States,New York,Schuyler,"20,000 - 29,999",,"1,035","25,517","10,891",606,"14,020",625,252,50,4
2002,Full-Year Nonresident,South Carolina,United States,South Carolina,All,Total,,"2,325","321,048","38,614",973,"252,004","16,561","4,193",139,12
2008,Full-Year Nonresident,Virginia,United States,Virginia,All,"30,000 - 39,999",,595,"20,817","5,436",200,"10,400",526,275,145,5
2001,Full-Year Resident, Columbia ,United States,New York,Columbia,"20,000 - 29,999",,"3,825","94,733","38,939","2,103","53,690","2,386","1,823",16,4
2003,Full-Year Resident, Orleans ,United States,New York,Orleans,"40,000 - 49,999",,"1,451","64,992","18,614","1,454","44,925","2,214","2,099",40,6
2009,Full-Year Resident,Nassau,United States,New York,Nassau,"20,000 - 29,999",,"57,602","1,427,643","687,651","27,857","712,135","31,904","9,189",34,4
2010,Full-Year Nonresident,Delaware,United States,Delaware,All,"60,000 - 74,999",,157,"10,546","2,352",93,"6,874",390,225,107,8
2011,Full-Year Nonresident,Georgia,United States,Georgia,All,"30,000 - 39,999",,496,"17,307","5,458",325,"10,559",418,211,110,5
2010,Full-Year Nonresident,Hawaii,United States,Hawaii,All,"100,000 - 199,999",,86,"12,347","1,647",34,"6,995",467,124,111,10
2012,Full-Year Nonresident,Michigan,United States,Michigan,All,"30,000 - 39,999",,222,"7,728.85","2,160.79",52,"4,863.94",245.177,125.631,122,5
2007,Full-Year Resident, Orleans ,United States,New York,Orleans,"40,000 - 49,999",,"1,450","64,955","18,259","1,196","45,500","2,296","1,924",40,6
2001,Full-Year Resident, Cattaraugus ,United States,New York,Cattaraugus,"Under 5,000",,"5,830","12,522","11,768",0,754,30,-274,10,1
2009,Full-Year Resident,Schuyler,United States,New York,Schuyler,"5,000 - 9,999",,850,"6,371","5,557",16,798,32,-175,50,2
2012,Full-Year Resident,Westchester,United States,New York,Westchester,"100,000 - 199,999",,"60,602","8,440,317.87","1,598,416.08","58,169.54","6,783,732.25","429,860.10","395,740.28",61,10
2001,Full-Year Nonresident,Virginia,United States,Virginia,All,"30,000 - 39,999",,508,"17,678","5,535",214,"11,929",587,189,145,5
2010,Full-Year Resident,Wayne,United States,New York,Wayne,"500,000 and over",,35,"38,269",662,23,"37,584","3,363","2,663",60,13
2002,Full-Year Resident, Allegany ,United States,New York,Allegany,"10,000 - 19,999",,"3,259","47,813","32,158","1,318","14,337",582,-410,8,3
2010,Full-Year Resident,New York City - Manhattan,United States,New York,Manhattan,"40,000 - 49,999",,"54,830","2,460,152","586,475","21,582","1,852,096","102,084","93,673",3,6
2000,Full-Year Resident, New York City - Kings ,United States,New York,Kings,"20,000 - 29,999",,"150,577","3,744,126","1,559,641","130,161","2,054,312","89,958","63,600",2,4
2008,Full-Year Resident, Livingston ,United States,New York,Livingston,"500,000 and over",,33,"32,289",815,38,"31,436","2,153","2,112",30,13
2010,Full-Year Resident,Albany,United States,New York,Albany,"200,000 - 249,999",,"1,314","290,882","32,321","1,572","256,989","17,617","16,918",7,11
2007,Full-Year Resident, Seneca ,United States,New York,Seneca,"5,000 - 9,999",,"1,490","11,007","9,207",19,"1,781",71,-203,51,2
2006,Full-Year Resident, Onondaga ,United States,New York,Onondaga,"10,000 - 19,999",,"30,296","449,344","277,327","11,715","160,289","6,535","-5,734",37,3
2003,Full-Year Resident, Putnam ,United States,New York,Putnam,"200,000 and over",,"1,416","589,502","44,105","1,843","543,567","41,242","38,540",43,11
2001,Full-Year Resident, Clinton ,United States,New York,Clinton,"200,000 and over",,200,"86,234","3,756",231,"82,246","5,634","4,990",15,11
2000,Full-Year Nonresident,Ohio,United States,Ohio,All,"40,000 - 49,999",,152,"6,817","1,538",64,"5,179",278,87,134,6
2004,Full-Year Resident, Orleans ,United States,New York,Orleans,Total,,"16,975","559,703","166,548","10,405","382,750","20,759","17,913",40,12
2012,Full-Year Nonresident,Washington,United States,Washington,All,"Under 5,000",,410,"-220,040.77",349.365,0,37.516,1.503,1.244,146,1
2004,Full-Year Resident,"Grand Total, Full-Year Resident",United States,New York,"Grand Total, Full-Year Resident","40,000 - 49,999",,"628,266","28,115,821","7,926,649","445,872","19,743,331","1,027,737","965,901",67,6
2005,Full-Year Resident, Tompkins ,United States,New York,Tompkins,"Under 5,000",,"5,059","10,477","9,818",0,656,26,-301,56,1
2003,Full-Year Nonresident,Pennsylvania,United States,Pennsylvania,All,"60,000 - 74,999",,"4,661","312,791","73,231","5,263","234,297","12,765","8,597",137,8
2009,Full-Year Nonresident,Minnesota,United States,Minnesota,All,"10,000 - 19,999",,180,"2,630","1,211",9,"1,250",52,26,123,3
2005,Full-Year Resident, Columbia ,United States,New York,Columbia,"100,000 - 199,999",,"1,827","238,340","35,496","1,805","201,044","13,220","12,449",16,10
2001,Full-Year Resident, Seneca ,United States,New York,Seneca,"40,000 - 49,999",,"1,178","52,655","14,243","1,145","37,267","1,838","1,730",51,6
2011,Full-Year Resident,Putnam,United States,New York,Putnam,"500,000 and over",,338,"443,228","10,110",429,"432,689","38,650","32,780",43,13
2000,Full-Year Nonresident,New Jersey,United States,New Jersey,All,"20,000 - 29,999",,"22,105","558,115","215,291","11,127","331,580","15,093","10,596",130,4
